HBDNO,BULD_REGSTR_PK,TOTAL_REGSTR_PK,BULDGB,REGSTRKD,ARCODE,LEGCD,BUN,JI,RDCODE,RDLEGCD,UNDER_AT,BD_MAIN_BUN,BD_SUB_BUN,CRDE
BS0102117101110002230006000000516,1025117853,,1,2,11710,11100,0223,0006,117104169386,11101,0,00025,00000,20220813
BS0203117101110000580003000000517,1025117880,,2,3,11710,11100,0058,0003,117104169429,11101,0,00019,00045,20220813
BS0102117101110001930024000000518,1025117921,,1,2,11710,11100,0193,0024,117104169372,11101,0,00032,00000,20220813
BS0102117101110001710005000000519,1025117951,,1,2,11710,11100,0171,0005,117102123002,11101,0,00068,00000,20220813
BS0102117101110001160007000000520,1025117977,,1,2,11710,11100,0116,0007,117104169382,11101,0,00020,00000,20230322
BS0102117101110001020016000000521,1025117999,,1,2,11710,11100,0102,0016,117104169429,11101,0,00047,00000,20220813
BS0102117101110001420017000000522,1025118011,,1,2,11710,11100,0142,0017,117104169200,11101,0,00029,00013,20220813
BS0102117101110000370007000000523,1025118024,,1,2,11710,11100,0037,0007,117104169374,11101,0,00023,00009,20220813
BS0102117101110001960011000000524,1025118029,,1,2,11710,11100,0196,0011,117104169448,11101,0,00017,00000,20250918
BS0102117101110001930000000000525,1025118055,,1,2,11710,11100,0193,0000,117104169449,11101,0,00007,00038,20250221
BS0203117101110001380009000000526,1025118148,,2,3,11710,11100,0138,0009,117104169018,11101,0,00008,00000,20220813
BS0102117101110000240007000000527,1025118166,,1,2,11710,11100,0024,0007,117104169428,11101,0,00010,00000,20220813
BS0203117101110001900001000000528,1025118168,,2,3,11710,11100,0190,0001,117104169450,11101,0,00015,00000,20220813
BS0203117101110001400010000000529,1025118199,,2,3,11710,11100,0140,0010,117104169384,11101,0,00026,00000,20220813
BS0203117101110001430002000000530,1025118212,,2,3,11710,11100,0143,0002,117104169020,11101,0,00019,00000,20220813
BS0102117101110000360008000000531,1025118247,,1,2,11710,11100,0036,0008,117104169429,11101,0,00013,00000,20240911
BS0102117101110001130009000000532,1025118281,,1,2,11710,11100,0113,0009,117104169200,11101,0,00012,00021,20220813
BS0102117101110000650006000000533,1025118334,,1,2,11710,11100,0065,0006,117103123014,11104,0,00095,00000,20241219
BS0102117101110001150014000000534,1025118367,,1,2,11710,11100,0115,0014,117103123014,11104,0,00187,00000,20220813
BS0102117101110001070007000000535,1025118378,,1,2,11710,11100,0107,0007,117103123006,11105,0,00471,00000,20241101
BS0203117101110000580030000000536,1025118379,,2,3,11710,11100,0058,0030,117104169429,11101,0,00019,00025,20220813
BS0102117101110001240010000000537,1025118381,,1,2,11710,11100,0124,0010,117103123014,11104,0,00199,00000,20220813
BS0203117101110001130006000000538,1025118409,,2,3,11710,11100,0113,0006,117104169200,11101,0,00012,00015,20220813
BS0102117101110000340007000000539,1025118453,,1,2,11710,11100,0034,0007,117104169429,11101,0,00010,00001,20220813
BS0102117101110001020017000000540,1025118471,,1,2,11710,11100,0102,0017,117104169456,11101,0,00041,00001,20250604
BS0203117101110001310005000000541,1025118556,,2,3,11710,11100,0131,0005,117104169019,11101,0,00016,00000,20220813
BS0102117101110001190013000000542,1025118573,,1,2,11710,11100,0119,0013,117104169200,11101,0,00024,00000,20220813
BS0102117101110001320009000000543,1025118689,,1,2,11710,11100,0132,0009,117104169022,11101,0,00014,00000,20250604
BS0102117101110000490001000000544,1025118701,,1,2,11710,11100,0049,0001,117104169374,11101,0,00055,00018,20220813
BS0102117101110000500009000000545,1025118754,,1,2,11710,11100,0050,0009,117104169374,11101,0,00063,00011,20240312
BS0102117101110001650004000000546,1025118756,,1,2,11710,11100,0165,0004,117102123002,11101,0,00092,00000,20220813
BS0203117101110001270019000000547,1025118828,,2,3,11710,11100,0127,0019,117104169387,11101,0,00025,00025,20220813
BS0203117101110001860012000000548,1025118842,,2,3,11710,11100,0186,0012,117104169451,11101,0,00015,00000,20220813
BS0203117101110001740007000000549,1025118847,,2,3,11710,11100,0174,0007,117104169202,11101,0,00019,00026,20220813
BS0203117101110001440035000000550,1025118948,,2,3,11710,11100,0144,0035,117104169020,11101,0,00031,00001,20220813
BS0203117101110000980014000000551,1025118952,,2,3,11710,11100,0098,0014,117104169429,11101,0,00039,00009,20220813
BS0203117101110000510002000000552,1025118978,,2,3,11710,11100,0051,0002,117103123006,11105,0,00501,00000,20240105
BS0203117101110002110014000000553,1025118995,,2,3,11710,11100,0211,0014,117104169387,11101,0,00050,00021,20231206
BS0203117101110001370000000000554,1025119000,,2,3,11710,11100,0137,0000,117104169018,11101,0,00007,00000,20220813
BS0203117101110000670009000000555,1025119002,,2,3,11710,11100,0067,0009,117104169376,11101,0,00007,00005,20220813
BS0203117101110001060020000000556,1025119013,,2,3,11710,11100,0106,0020,117104169429,11101,0,00057,00007,20220813
BS0102117101110001220008000000557,1025119068,,1,2,11710,11100,0122,0008,117104169384,11101,0,00024,00000,20220813
BS0203117101110001550008000000558,1025119228,,2,3,11710,11100,0155,0008,117104169458,11101,0,00029,00001,20220813
BS0102117101110001450029000000559,1025119260,,1,2,11710,11100,0145,0029,117104169380,11101,0,00030,00000,20220813
BS0102117101110000670000000000560,1025119263,,1,2,11710,11100,0067,0000,117104169375,11101,0,00006,00000,20241007
BS0203117101110001110002000000561,1025119276,,2,3,11710,11100,0111,0002,117104169200,11101,0,00004,00009,20220813
BS0102117101110000890015000000562,1025119313,,1,2,11710,11100,0089,0015,117102000006,11102,0,01218,00000,20220813
BS0203117101110001660001000000563,1025119317,,2,3,11710,11100,0166,0001,117104169447,11101,0,00011,00000,20220813
BS0102117101110001680017000000564,1025119341,,1,2,11710,11100,0168,0017,117104169202,11101,0,00043,00000,20220813
BS0203117101110001060011000000565,1025119394,,2,3,11710,11100,0106,0011,117104169378,11101,0,00024,00000,20220813
BS0203117101110001350008000000566,1025119422,,2,3,11710,11100,0135,0008,117104169017,11101,0,00005,00023,20220813
BS0102117101110000590008000000567,1025119436,,1,2,11710,11100,0059,0008,117104169429,11101,0,00019,00007,20220813
BS0102117101110002010007000000568,1025119524,,1,2,11710,11100,0201,0007,117104169372,11101,0,00019,00010,20220813
BS0203117101110001220018000000569,1025119641,,2,3,11710,11100,0122,0018,117104169459,11101,0,00058,00001,20220813
BS0102117101110001240031000000570,1025119752,,1,2,11710,11100,0124,0031,117104169384,11101,0,00008,00000,20220813
BS0203117101110001060016000000571,1025119776,,2,3,11710,11100,0106,0016,117104169429,11101,0,00057,00017,20220813
BS0102117101110000550003000000572,1025119779,,1,2,11710,11100,0055,0003,117104169374,11101,0,00054,00000,20241106
BS0102117101110001970003000000573,1025119798,,1,2,11710,11100,0197,0003,117104169448,11101,0,00031,00000,20220813
BS0102117101110002110012000000574,1025119838,,1,2,11710,11100,0211,0012,117104169387,11101,0,00050,00017,20250604
BS0102117101110000610000000000575,1025119849,,1,2,11710,11100,0061,0000,117104169429,11101,0,00023,00000,20250825
BS0102117101110000650001000000576,1025119850,,1,2,11710,11100,0065,0001,117103123014,11104,0,00097,00000,20220813
BS0102117101110001080005000000577,1025119857,,1,2,11710,11100,0108,0005,117104169378,11101,0,00004,00006,20220813
BS0203117101110001080018000000578,1025119865,,2,3,11710,11100,0108,0018,117104169429,11101,0,00058,00023,20220813
BS0203117101110000450002000000579,1025119882,,2,3,11710,11100,0045,0002,117102123002,11101,0,00018,00000,20231211
BS0102117101110001370018000000580,1025119885,,1,2,11710,11100,0137,0018,117104169200,11101,0,00041,00011,20220813
BS0203117101110001410000000000581,1025119918,,2,3,11710,11100,0141,0000,117104169018,11101,0,00015,00000,20220813
BS0203117101110001240040000000582,1025119955,,2,3,11710,11100,0124,0040,117104169200,11101,0,00042,00017,20220813
BS0102117101110000710008000000583,1025120017,,1,2,11710,11100,0071,0008,117104169429,11101,0,00036,00014,20250604
BS0102117101110001960001000000584,1025120186,,1,2,11710,11100,0196,0001,117104169372,11101,0,00042,00027,20220813
BS0102117101110002110000000000585,1025120226,,1,2,11710,11100,0211,0000,117103123004,11101,0,00014,00000,20250210
BS0102117101110001960009000000586,1025120259,,1,2,11710,11100,0196,0009,117104169372,11101,0,00042,00000,20220813
BS0102117101110000620005000000587,1025120287,,1,2,11710,11100,0062,0005,117104169375,11101,0,00011,00000,20241119
BS0102117101110001240019000000588,1025120326,,1,2,11710,11100,0124,0019,117104169200,11101,0,00044,00000,20220813
BS0102117101110001010008000000589,1025120328,,1,2,11710,11100,0101,0008,117104169456,11101,0,00053,00000,20220813
BS0203117101110001010001000000590,1025120367,,2,3,11710,11100,0101,0001,117104169456,11101,0,00055,00001,20220813
BS0203117101110001590009000000591,1025120382,,2,3,11710,11100,0159,0009,117104169202,11101,0,00042,00005,20220813
BS0102117101110000660000000000592,1025120388,,1,2,11710,11100,0066,0000,117103123014,11104,0,00105,00000,20241230
BS0203117101110001310010000000593,1025120413,,2,3,11710,11100,0131,0010,117104169017,11101,0,00009,00008,20240318
BS0102117101110002220001000000594,1025120441,,1,2,11710,11100,0222,0001,117104169387,11101,0,00014,00000,20220813
BS0102117101110001520003000000595,1025120482,,1,2,11710,11100,0152,0003,117104169020,11101,0,00034,00000,20220813
BS0102117101110001510022000000596,1025120495,,1,2,11710,11100,0151,0022,117104169020,11101,0,00040,00000,20220813
BS0203117101110001450042000000597,1025120539,,2,3,11710,11100,0145,0042,117104169382,11101,0,00036,00000,20221205
BS0203117101110001230018000000598,1025120544,,2,3,11710,11100,0123,0018,117104169200,11101,0,00042,00026,20220813
BS0203117101110001580010000000599,1025120573,,2,3,11710,11100,0158,0010,117104169202,11101,0,00042,00018,20220813
BS0203117101110001040004000000600,1025120657,,2,3,11710,11100,0104,0004,117104169378,11101,0,00013,00000,20220813
BS0102117101110001810003000000601,1025120690,,1,2,11710,11100,0181,0003,117102123002,11101,0,00106,00000,20220813
BS0203117101110001700000000000602,1025120744,,2,3,11710,11100,0170,0000,117104169384,11101,0,00070,00000,20220813
BS0102117101110001480004000000603,1025120783,,1,2,11710,11100,0148,0004,117104169380,11101,0,00021,00000,20220813
BS0102117101110001780006000000604,1025120788,,1,2,11710,11100,0178,0006,117104169202,11101,0,00011,00007,20250604
BS0102117101110001190026000000605,1025120816,,1,2,11710,11100,0119,0026,117104169200,11101,0,00032,00001,20250604
BS0203117101110000550019000000606,1025120818,,2,3,11710,11100,0055,0019,117104169456,11101,0,00030,00000,20220813
BS0102117101110002240001000000607,1025120844,,1,2,11710,11100,0224,0001,117104169390,11101,0,00016,00006,20240625
BS0102117101110001030014000000608,1025120885,,1,2,11710,11100,0103,0014,117104169429,11101,0,00051,00000,20220813
BS0203117101110001450003000000609,1025120910,,2,3,11710,11100,0145,0003,117104169200,11101,0,00011,00013,20220813
BS0203117101110001450026000000610,1025120944,,2,3,11710,11100,0145,0026,117104169382,11101,0,00024,00009,20220813
BS0203117101110001170012000000611,1025120962,,2,3,11710,11100,0117,0012,117104169015,11101,0,00020,00000,20220813
BS0203117101110001600016000000612,1025120987,,2,3,11710,11100,0160,0016,117104169022,11101,0,00001,00000,20220813
BS0102117101110000690009000000613,1025120991,,1,2,11710,11100,0069,0009,117104169375,11101,0,00014,00000,20241025
BS0203117101110001620021000000614,1025121021,,2,3,11710,11100,0162,0021,117104169447,11101,0,00027,00000,20220813
BS0203117101110001330001000000615,1025121031,,2,3,11710,11100,0133,0001,117104169022,11101,0,00002,00000,20220813
BS0102117101110001860013000000616,1025121129,,1,2,11710,11100,0186,0013,117104169451,11101,0,00013,00000,20220813
BS0203117101110001610013000000617,1025121135,,2,3,11710,11100,0161,0013,117104169447,11101,0,00024,00000,20220813
BS0102117101110001220013000000618,1025121145,,1,2,11710,11100,0122,0013,117104169384,11101,0,00008,00005,20220813
BS0203117101110001340014000000619,1025121240,,2,3,11710,11100,0134,0014,117104169017,11101,0,00009,00015,20221215
BS0102117101110002270013000000620,1025121254,,1,2,11710,11100,0227,0013,117103123014,11104,0,00227,00000,20230331
BS0102117101110001810005000000621,1025121284,,1,2,11710,11100,0181,0005,117102123002,11101,0,00108,00000,20220813
BS0102117101110001600004000000622,1025121341,,1,2,11710,11100,0160,0004,117103123001,11103,0,00266,00000,20220813
BS0102117101110002010002000000623,1025121391,,1,2,11710,11100,0201,0002,117104169450,11101,0,00025,00000,20250807
BS0203117101110001240029000000624,1025121407,,2,3,11710,11100,0124,0029,117104169015,11101,0,00006,00001,20220813
BS0102117101110001430000000000625,1025121472,,1,2,11710,11100,0143,0000,117104169020,11101,0,00021,00000,20220813
BS0102117101110000570000000000626,1025121514,,1,2,11710,11100,0057,0000,117104169431,11101,0,00027,00023,20220813
BS0203117101110000580007000000627,1025121515,,2,3,11710,11100,0058,0007,117104169431,11101,0,00022,00000,20220813
BS0102117101110002200004000000628,1025121528,10251100230748,1,2,11710,11100,0220,0004,117104169387,11101,0,00042,00000,20220813
BS0203117101110001880001000000629,1025121673,,2,3,11710,11100,0188,0001,117104169372,11101,0,00016,00023,20220813
BS0102117101110001120008000000630,1025121733,,1,2,11710,11100,0112,0008,117104169200,11101,0,00012,00000,20220813
BS0203117101110001060004000000631,1025121784,,2,3,11710,11100,0106,0004,117104169429,11101,0,00057,00009,20220813
BS0102117101110001340006000000632,1025121910,,1,2,11710,11100,0134,0006,117104169017,11101,0,00007,00000,20220813
BS0102117101110002270014000000633,1025121957,,1,2,11710,11100,0227,0014,117104169386,11101,0,00008,00000,20220813
BS0203117101110000710010000000634,1025121994,,2,3,11710,11100,0071,0010,117104169429,11101,0,00036,00008,20220813
BS0203117101110001560017000000635,1025122064,,2,3,11710,11100,0156,0017,117104169202,11101,0,00030,00013,20220813
BS0203117101110000510011000000636,1025122095,,2,3,11710,11100,0051,0011,117103123006,11105,0,00509,00000,20220813
BS0102117101110000240002000000637,1025122134,,1,2,11710,11100,0024,0002,117104169374,11101,0,00007,00010,20220813
BS0102117101110001230019000000638,1025122137,,1,2,11710,11100,0123,0019,117104169384,11101,0,00008,00013,20250604
BS0203117101110001530002000000639,1025122140,,2,3,11710,11100,0153,0002,117104169458,11101,0,00024,00015,20220813
BS0102117101110001320001000000640,1025122216,,1,2,11710,11100,0132,0001,117104169448,11101,0,00038,00000,20221212
BS0203117101110001400022000000641,1025122227,,2,3,11710,11100,0140,0022,117104169384,11101,0,00030,00001,20220813
BS0102117101110001600014000000642,1025122240,,1,2,11710,11100,0160,0014,117103123001,11103,0,00264,00001,20220813
BS0203117101110000400006000000643,1025122244,,2,3,11710,11100,0040,0006,117103123023,11104,0,00378,00000,20230407
BS0102117101110002260005000000644,1025122262,,1,2,11710,11100,0226,0005,117104169390,11101,0,00003,00000,20220901
BS0102117101110001010000000000645,1025122280,,1,2,11710,11100,0101,0000,117104169429,11101,0,00048,00000,20220813
BS0203117101110001630013000000646,1025122298,,2,3,11710,11100,0163,0013,117104169022,11101,0,00015,00012,20220813
BS0203117101110001410013000000647,1025122313,,2,3,11710,11100,0141,0013,117104169200,11101,0,00029,00016,20220813
BS0102117101110001960010000000648,1025122364,,1,2,11710,11100,0196,0010,117104169448,11101,0,00019,00000,20250709
BS0102117101110001490003000000649,1025122411,,1,2,11710,11100,0149,0003,117103123006,11105,0,00474,00000,20220813
BS0102117101110002070008000000650,1025122438,,1,2,11710,11100,0207,0008,117103123004,11101,0,00039,00000,20220813
BS0203117101110001330014000000651,1025122501,,2,3,11710,11100,0133,0014,117104169019,11101,0,00011,00000,20220813
BS0203117101110001720017000000652,1025122515,,2,3,11710,11100,0172,0017,117104169384,11101,0,00073,00000,20220813
BS0102117101110000590004000000653,1025122577,,1,2,11710,11100,0059,0004,117104169374,11101,0,00030,00006,20220813
BS0203117101110001530009000000654,1025122605,,2,3,11710,11100,0153,0009,117104169457,11101,0,00027,00000,20220813
BS0102117101110000370001000000655,1025122682,,1,2,11710,11100,0037,0001,117104169374,11101,0,00021,00012,20220813
BS0102117101110001870011000000656,1025122730,,1,2,11710,11100,0187,0011,117104169372,11101,0,00016,00008,20250604
BS0203117101110000550007000000657,1025122786,,2,3,11710,11100,0055,0007,117104169431,11101,0,00029,00000,20250425
BS0102117101110001830000000000658,1025122842,10251100499543,1,2,11710,11100,0183,0000,117102123002,11101,0,00126,00000,20220813
BS0102117101110001190008000000659,1025122860,,1,2,11710,11100,0119,0008,117104169201,11101,0,00003,00019,20220813
BS0102117101110000470011000000660,1025122867,,1,2,11710,11100,0047,0011,117104169374,11101,0,00051,00000,20220813
BS0203117101110001860005000000661,1025122903,,2,3,11710,11100,0186,0005,117104169372,11101,0,00004,00013,20220813
BS0102117101110001540014000000662,1025122916,,1,2,11710,11100,0154,0014,117104169202,11101,0,00026,00000,20220813
BS0102117101110001440019000000663,1025122923,,1,2,11710,11100,0144,0019,117104169020,11101,0,00027,00000,20220813
BS0203117101110001030021000000664,1025122926,,2,3,11710,11100,0103,0021,117104169429,11101,0,00049,00020,20220813
BS0203117101110001430001000000665,1025122932,,2,3,11710,11100,0143,0001,117104169458,11101,0,00037,00000,20220813
BS0203117101110001090017000000666,1025122955,,2,3,11710,11100,0109,0017,117104169378,11101,0,00005,00019,20250625
BS0102117101110001540002000000667,1025122960,,1,2,11710,11100,0154,0002,117104169202,11101,0,00016,00000,20220813
BS0102117101110002060001000000668,1025122970,,1,2,11710,11100,0206,0001,117104169451,11101,0,00027,00010,20220813
BS0203117101110002220000000000669,1025122976,,2,3,11710,11100,0222,0000,117104169387,11101,0,00016,00000,20220813
BS0102117101110001600002000000670,1025123040,,1,2,11710,11100,0160,0002,117103123001,11103,0,00272,00000,20240722
BS0102117101110002080016000000671,1025123064,,1,2,11710,11100,0208,0016,117104169451,11101,0,00028,00007,20220813
BS0102117101110001640018000000672,1025123105,,1,2,11710,11100,0164,0018,117104169023,11101,0,00017,00000,20240920
BS0102117101110001060009000000673,1025123173,,1,2,11710,11100,0106,0009,117104169378,11101,0,00028,00000,20220813
BS0203117101110001030006000000674,1025123226,,2,3,11710,11100,0103,0006,117104169378,11101,0,00021,00000,20220813
BS0102117101110000360015000000675,1025123231,,1,2,11710,11100,0036,0015,117104169374,11101,0,00021,00013,20220813
BS0102117101110000350008000000676,1025123279,,1,2,11710,11100,0035,0008,117103123023,11104,0,00360,00000,20220813
BS0102117101110001860018000000677,1025123284,,1,2,11710,11100,0186,0018,117104169451,11101,0,00005,00000,20240521
BS0102117101110001150009000000678,1025123303,,1,2,11710,11100,0115,0009,117104169015,11101,0,00025,00001,20240926
BS0203117101110001000007000000679,1025123329,,2,3,11710,11100,0100,0007,117104169456,11101,0,00056,00000,20220813
BS0102117101110001510021000000680,1025123379,,1,2,11710,11100,0151,0021,117104169020,11101,0,00042,00000,20220813
BS0203117101110001530019000000681,1025123418,,2,3,11710,11100,0153,0019,117104169458,11101,0,00030,00012,20220813
BS0203117101110001560008000000682,1025123428,,2,3,11710,11100,0156,0008,117104169202,11101,0,00034,00000,20220813
BS0102117101110001240001000000683,1025123467,,1,2,11710,11100,0124,0001,117104169015,11101,0,00011,00000,20220813
BS0203117101110001510013000000684,1025123479,,2,3,11710,11100,0151,0013,117104169199,11101,0,00026,00000,20220813
BS0102117101110001740000000000685,1025123514,,1,2,11710,11100,0174,0000,117104169202,11101,0,00019,00028,20220813
BS0203117101110000990000000000686,1025123515,,2,3,11710,11100,0099,0000,117104169429,11101,0,00019,00044,20220813
BS0203117101110001760001000000687,1025123552,,2,3,11710,11100,0176,0001,117104169202,11101,0,00011,00020,20220813
BS0102117101110002020009000000688,1025123596,,1,2,11710,11100,0202,0009,117104169372,11101,0,00013,00010,20220813
BS0102117101110001000001000000689,1025123643,,1,2,11710,11100,0100,0001,117104169429,11101,0,00042,00019,20220813
BS0203117101110001620002000000690,1025123665,,2,3,11710,11100,0162,0002,117104169447,11101,0,00025,00000,20220813
BS0203117101110001600012000000691,1025123673,,2,3,11710,11100,0160,0012,117103123001,11103,0,00268,00000,20230914
BS0102117101110000660003000000692,1025123747,,1,2,11710,11100,0066,0003,117103123014,11104,0,00113,00000,20240913
BS0102117101110001970002000000693,1025123808,,1,2,11710,11100,0197,0002,117104169448,11101,0,00029,00000,20250120
BS0102117101110000630014000000694,1025123829,,1,2,11710,11100,0063,0014,117104169429,11101,0,00022,00000,20220813
BS0203117101110001310000000000695,1025123915,,2,3,11710,11100,0131,0000,117104169019,11101,0,00014,00000,20220813
BS0203117101110001850005000000696,1025123941,,2,3,11710,11100,0185,0005,117104169372,11101,0,00002,00011,20220813
BS0203117101110001580013000000697,1025123947,,2,3,11710,11100,0158,0013,117104169202,11101,0,00042,00022,20220813
BS0102117101110002240010000000698,1025123961,,1,2,11710,11100,0224,0010,117104169390,11101,0,00012,00000,20220813
BS0102117101110002120019000000699,1025124026,,1,2,11710,11100,0212,0019,117104169390,11101,0,00041,00000,20221025
BS0102117101110001240047000000700,1025124099,,1,2,11710,11100,0124,0047,117103123001,11103,0,00235,00000,20220813
BS0102117101110002200000000000701,1025124363,10251100451837,1,2,11710,11100,0220,0000,117104169388,11101,0,00031,00000,20220813
BS0203117101110001350016000000702,1025124367,,2,3,11710,11100,0135,0016,117104169017,11101,0,00005,00021,20220813
BS0203117101110001190006000000703,1025124430,,2,3,11710,11100,0119,0006,117104169201,11101,0,00003,00025,20220813
BS0102117101110001240011000000704,1025124459,,1,2,11710,11100,0124,0011,117103123014,11104,0,00197,00000,20221207
BS0102117101110000640000000000705,1025124469,,1,2,11710,11100,0064,0000,117104169374,11101,0,00006,00000,20220813
BS0102117101110000340009000000706,1025124572,,1,2,11710,11100,0034,0009,117104169429,11101,0,00014,00000,20220813
BS0102117101110002090001000000707,1025124647,,1,2,11710,11100,0209,0001,117103123004,11101,0,00017,00000,20250801
BS0203117101110001120007000000708,1025124662,,2,3,11710,11100,0112,0007,117104169200,11101,0,00012,00014,20220813
BS0203117101110001520001000000709,1025124695,,2,3,11710,11100,0152,0001,117104169457,11101,0,00033,00000,20220813
BS0102117101110001590004000000710,1025124725,,1,2,11710,11100,0159,0004,117104169020,11101,0,00004,00000,20220813
BS0203117101110001050017000000711,1025124768,,2,3,11710,11100,0105,0017,117104169429,11101,0,00058,00018,20241024
BS0102117101110000580024000000712,1025124819,,1,2,11710,11100,0058,0024,117104169431,11101,0,00020,00000,20241015
BS0102117101110001240025000000713,1025124844,,1,2,11710,11100,0124,0025,117103123001,11103,0,00231,00000,20220813
BS0203117101110000580019000000714,1025124883,,2,3,11710,11100,0058,0019,117104169429,11101,0,00019,00039,20220813
BS0102117101110001490014000000715,1025124932,,1,2,11710,11100,0149,0014,117104169199,11101,0,00025,00001,20250604
BS0102117101110000890005000000716,1025125016,,1,2,11710,11100,0089,0005,117102123001,11102,0,00320,00000,20220813
BS0102117101110001010019000000717,1025125033,,1,2,11710,11100,0101,0019,117104169429,11101,0,00050,00020,20220813
BS0102117101110000360003000000718,1025125057,,1,2,11710,11100,0036,0003,117104169429,11101,0,00009,00000,20220813
BS0203117101110001440036000000719,1025125062,,2,3,11710,11100,0144,0036,117104169020,11101,0,00029,00001,20220813
BS0203117101110001460000000000720,1025125076,,2,3,11710,11100,0146,0000,117104169382,11101,0,00024,00000,20220813
BS0203117101110001270030000000721,1025125150,,2,3,11710,11100,0127,0030,117104169387,11101,0,00025,00005,20220813
BS0203117101110000630001000000722,1025125174,,2,3,11710,11100,0063,0001,117104169429,11101,0,00018,00011,20241025
BS0102117101110001100014000000723,1025125205,,1,2,11710,11100,0110,0014,117103123014,11104,0,00161,00000,20220813
BS0102117101110001520023000000724,1025125265,,1,2,11710,11100,0152,0023,117104169020,11101,0,00022,00000,20220813
BS0102117101110000630007000000725,1025125268,,1,2,11710,11100,0063,0007,117104169429,11101,0,00018,00017,20241015
BS0102117101110001170005000000726,1025125308,,1,2,11710,11100,0117,0005,117104169015,11101,0,00016,00000,20220813
BS0102117101110000880014000000727,10251100174702,10251248,1,2,11710,11100,0088,0014,117102123001,11102,0,00232,00000,20220813
BS0203117101110000990020000000728,10251100174737,,2,3,11710,11100,0099,0020,117104169456,11101,0,00040,00000,20241008
BS0102117101110002040001000000729,10251100178163,,1,2,11710,11100,0204,0001,117104169451,11101,0,00021,00000,20220813
BS0102117101110000650007000000730,10251100178303,,1,2,11710,11100,0065,0007,117104169375,11101,0,00003,00011,20220813
BS0203117101110001130014000000731,10251100178570,,2,3,11710,11100,0113,0014,117104169382,11101,0,00011,00000,20220813
BS0203117101110001000015000000732,10251100178679,10251100178678,2,3,11710,11100,0100,0015,117104169429,11101,0,00042,00009,20220813
BS0203117101110001180000000000733,10251100187541,,2,3,11710,11100,0118,0000,117104169201,11101,0,00005,00000,20220813
BS0203117101110001380000000000734,10251100188845,,2,3,11710,11100,0138,0000,117104169018,11101,0,00010,00000,20220813
BS0203117101110001520010000000735,10251100193204,,2,3,11710,11100,0152,0010,117104169020,11101,0,00030,00001,20220813
BS0203117101110001730006000000736,10251100225193,,2,3,11710,11100,0173,0006,117104169202,11101,0,00029,00015,20220813
BS0203117101110001530011000000737,10251100225293,,2,3,11710,11100,0153,0011,117104169458,11101,0,00024,00025,20220813
BS0203117101110001480009000000738,10251100225313,,2,3,11710,11100,0148,0009,117104169199,11101,0,00012,00000,20220813
BS0203117101110001160008000000739,10251100226713,,2,3,11710,11100,0116,0008,117104169382,11101,0,00018,00000,20220813
BS0203117101110001480008000000740,10251100227201,,2,3,11710,11100,0148,0008,117104169199,11101,0,00012,00001,20220813
BS0203117101110001480015000000741,10251100227913,,2,3,11710,11100,0148,0015,117104169380,11101,0,00027,00000,20220813
BS0102117101110000890007000000742,10251100228075,10251100228074,1,2,11710,11100,0089,0007,117102000006,11102,0,01242,00000,20220813
BS0203117101110001140007000000743,10251100228593,,2,3,11710,11100,0114,0007,117104169382,11101,0,00005,00015,20220813
BS0203117101110001400019000000744,10251100228742,,2,3,11710,11100,0140,0019,117104169459,11101,0,00050,00000,20220813
BS0203117101110001180003000000745,10251100229073,,2,3,11710,11100,0118,0003,117104169201,11101,0,00003,00012,20220813
BS0203117101110001880002000000746,10251100229448,,2,3,11710,11100,0188,0002,117104169372,11101,0,00016,00019,20220813
BS0203117101110001730012000000747,10251100229513,,2,3,11710,11100,0173,0012,117104169202,11101,0,00029,00013,20220813
BS0203117101110001880006000000748,10251100229782,,2,3,11710,11100,0188,0006,117104169372,11101,0,00020,00012,20220813
BS0102117101110002020011000000749,10251100230104,,1,2,11710,11100,0202,0011,117104169372,11101,0,00013,00004,20220813
BS0203117101110001230007000000750,10251100230517,,2,3,11710,11100,0123,0007,117104169200,11101,0,00042,00010,20220813
BS0102117101110002200004000000751,10251100230747,10251100230748,1,2,11710,11100,0220,0004,117104169387,11101,0,00042,00000,20220813
BS0102117101110002200004000000752,10251100230757,10251100230748,1,2,11710,11100,0220,0004,117104169387,11101,0,00042,00000,20220813
BS0102117101110001360007000000753,10251100231057,,1,2,11710,11100,0136,0007,117103123001,11103,0,00251,00000,20220813
BS0203117101110001930020000000754,10251100231317,,2,3,11710,11100,0193,0020,117104169372,11101,0,00030,00011,20220813
BS0102117101110001350003000000755,10251100231987,,1,2,11710,11100,0135,0003,117103123001,11103,0,00254,00001,20250827
BS0203117101110001520013000000756,10251100231988,,2,3,11710,11100,0152,0013,117104169020,11101,0,00028,00000,20220813
BS0102117101110000880020000000757,10251100232317,,1,2,11710,11100,0088,0020,117102123002,11101,0,00071,00000,20230331
BS0203117101110001270004000000758,10251100232477,,2,3,11710,11100,0127,0004,117104169016,11101,0,00021,00000,20220813
BS0203117101110001440008000000759,10251100235597,,2,3,11710,11100,0144,0008,117104169458,11101,0,00036,00001,20220813
BS0203117101110001240038000000760,10251100235617,,2,3,11710,11100,0124,0038,117104169200,11101,0,00042,00011,20220813
BS0203117101110001350019000000761,10251100236437,,2,3,11710,11100,0135,0019,117104169017,11101,0,00005,00013,20220813
